8.46292	0.243462	-3.04035	0.0287602	0	8.46292	0.243462	8.6	0.25	-3.00029	0	3.81959e-313	6.95322e-310
8.44648	0.251318	-3.03655	0.0280429	-3.13787e-05	8.44818	0.251553	8.45	0.25	-3.00027	0	0.00604301	6.95322e-310
8.46677	0.247892	-2.69325	0.0390231	0.000952758	8.56759	0.241943	8.45	0.25	0	0	0.00604301	0.759919
8.42278	0.250536	-2.63044	0.0237951	-0.000820941	8.45582	0.253997	8.45	0.25	0	0	0.105136	0.759919
8.33083	0.249429	-2.61319	0.0206001	-0.00136372	8.42544	0.254042	8.35	0.25	-1.81979	0	0.105136	0.107955
8.22693	0.248387	-2.59194	0.018019	-0.00201389	8.23962	0.24916	8.25	0.25	-1.81978	0	0.0119872	0.107955
7.98862	0.223074	-3.57821	0.0713565	0.0256392	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994	0.0119872	3.69873
7.83105	0.178013	-3.56994	0.137737	0.0658329	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993	0.0481907	3.69873
7.6674	0.149816	-3.52063	0.154553	0.093291	7.61269	0.155818	7.7	0.15	-2.99982	0	0.0481907	0.0871703
7.51008	0.143338	-3.49833	0.129065	0.0560557	7.54016	0.159641	7.55	0.15	-2.99982	0	0.0796788	0.0871703
7.43659	0.0685754	-2.99856	0.272312	0.475443	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239	0.0796788	10.9532
7.29631	0.027842	-2.97764	0.293712	0.468934	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823	0.125414	10.9532
7.14298	-0.00730039	-2.98298	0.290833	0.390852	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507	0.125414	0.0812752
7.00349	-0.0552715	-2.96538	0.314533	0.396424	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499	0.143014	0.0812752
6.90968	-0.203001	-2.86763	0.606548	1.13976	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898	0.143014	6.57914
6.79762	-0.28225	-2.84403	0.655896	1.11727	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897	0.185596	6.57914
6.68688	-0.362598	-2.84122	0.696484	1.08456	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075	0.185596	0.0159886
6.59304	-0.458624	-2.83149	0.758112	1.09826	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075	0.138563	0.0159886
6.55198	-0.633053	-2.84883	1.02747	1.57029	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769	0.138563	4.43576
6.49633	-0.73315	-2.81292	1.094	1.5611	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769	0.60643	4.43576
6.45127	-0.893688	-2.83321	1.24566	1.69404	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498	0.60643	0.665368
6.41746	-1.04492	-2.829	1.34509	1.70297	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494	0.0922753	0.665368
6.30591	-1.12049	-2.7212	1.21879	1.30798	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898	0.0922753	11.4388
6.25886	-1.26026	-2.71939	1.28959	1.30727	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896	0.00632864	11.4388
6.33998	-1.47233	-2.80205	1.58714	1.68292	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894	0.00632864	20.4416
6.35176	-1.63036	-2.80667	1.68199	1.68428	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	0.0430212	20.4416
6.28827	-1.72268	-2.69244	1.6065	1.42749	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	0.0430212	16.6246
6.28683	-1.87152	-2.71275	1.67149	1.41589	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	0.42357	16.6246
6.33108	-2.02624	-2.75739	1.78826	1.48528	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	0.42357	2.30143
6.36039	-2.17115	-2.77188	1.85869	1.4782	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	0.247469	2.30143
6.35344	-2.3028	-2.70744	1.8596	1.35744	6.32593	-2.40018	6.35	-2.4	0	-2.72613	0.247469	8.28567
6.3881	-2.46093	-2.72736	1.92361	1.34287	6.34927	-2.55175	6.35	-2.55	0	-2.72611	0.525855	8.28567
6.43613	-2.6075	-2.73207	1.98747	1.32846	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	0.525855	0.34045
6.48488	-2.75981	-2.74965	2.04603	1.31113	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	0.528787	0.34045
